"","ID","SeriousDlqin2yrs","RevolvingUtilization","No_of_30_59_DPD","DebtRatio","MonthlyIncome","No_Of_OpenCreditLines","No_of_90_DPD","No_of_RealEstateLoans","No_of_60_89_DPD","Gender","age","Martial_Status","NumberOfDependents","Own_House","No_Years_address","percentile_score","Income_segment","Life_Stage_Segment","City","State"
"6234",129506,1,0.210251472,1,0.784920752,6750,10,2,4,1,0,51,"Single",2,0,1,63.868798428644,"High Value Customers","Pre-retired","Aizawl","Mizoram"
"6235",132333,1,0.887946998,0,0.887868464,6750,19,0,2,0,1,42,"Single",2,1,2,63.8704630007241,"High Value Customers","Pre-retired","Kohima","Nagaland"
"6236",135317,1,0.769761691,1,0.534883721,6750,10,0,2,3,1,51,"Married",2,1,1,63.8729598588443,"High Value Customers","Pre-retired","Thiruvananthapuram","Kerala"
"6237",147619,1,0.980089466,0,0.447496677,6770,13,0,2,0,1,35,"Single",1,0,1,63.9536916047307,"High Value Customers","Married_with_youndKids","Raipur","Chhattisgarh"
"6238",129039,1,1.011687669,0,1.704893868,6783,10,0,2,0,0,41,"Single",0,1,1,64.006957911295,"High Value Customers","Pre-retired","Shimla","Himachal Pradesh"
"6239",96048,1,1.068627941,6,0.696375958,6787,9,3,1,1,0,36,"Single",4,0,3,64.0219390600161,"High Value Customers","Married_with_youndKids","Kolkata","West Bengal"
"6240",121282,1,0.599607166,1,0.044477172,6789,4,0,0,0,0,50,"Married",2,0,1,64.0269327762565,"High Value Customers","Pre-retired","Shimla","Himachal Pradesh"
"6241",72561,1,0.852115073,3,0.969076719,6790,19,6,2,1,1,59,"Single",0,1,1,64.0285973483367,"High Value Customers","Pre-retired","Itanagar","Arunachal Pradesh"
"6242",138024,1,0.9999999,1,0.034893993,6791,1,2,0,1,0,61,"Single",3,0,1,64.0344233506171,"High Value Customers","Retired","Gandhinagar","Gujarat"
"6243",145185,1,0.886697983,0,0.590842167,6791,13,0,2,0,1,50,"Single",4,1,1,64.0369202087373,"High Value Customers","Pre-retired","Shimla","Himachal Pradesh"
"6244",3417,1,0.834839454,1,0.212615792,6800,10,1,0,3,0,36,"Single",3,0,3,64.0727085084602,"High Value Customers","Married_with_youndKids","Bangalore","Karnataka"
"6245",12665,1,0.9999999,1,0.473606823,6800,4,0,2,1,1,49,"Married",2,1,3,64.0851927990612,"High Value Customers","Pre-retired","Bhopal","Madhya Pradesh"
"6246",16445,1,0.350671077,0,0.410527864,6800,9,0,5,0,1,58,"Married",0,1,2,64.0893542292615,"High Value Customers","Pre-retired","Panjim","Goa"
"6247",47013,1,1.053406239,0,0.312601088,6800,20,0,1,0,0,39,"Single",2,1,2,64.1268071010645,"High Value Customers","Married_with_youndKids","Hyderabad","Andhra Pradesh"
"6248",52919,1,0.869707797,2,0.484634613,6800,10,1,1,2,1,56,"Single",2,1,2,64.1392913916655,"High Value Customers","Pre-retired","Itanagar","Arunachal Pradesh"
"6249",53665,1,1.196004994,0,0.078517865,6800,5,1,0,0,1,33,"Single",4,0,2,64.1401236777055,"High Value Customers","Married_with_youndKids","Ranchi","Jharkhand"
"6250",54638,1,0,2,0.670636671,6800,9,0,2,0,1,36,"Single",2,1,3,64.1417882497857,"High Value Customers","Married_with_youndKids","Aizawl","Mizoram"
"6251",64135,1,0.664650863,3,0.474342009,6800,15,1,2,0,1,38,"Single",3,1,3,64.1517756822665,"High Value Customers","Married_with_youndKids","Jammu","JK"
"6252",85234,1,0.803526787,4,0.362299662,6800,20,1,0,0,0,58,"Married",0,1,2,64.1858994099092,"High Value Customers","Pre-retired","Chennai","Tamil Nadu"
"6253",85958,1,0.912345966,0,0.022202617,6800,3,0,0,0,0,40,"Single",0,0,1,64.1883962680294,"High Value Customers","Married_with_youndKids","Bangalore","Karnataka"
"6254",88105,1,0.144422649,0,0.441993824,6800,10,1,2,1,0,45,"Single",3,0,1,64.1925576982297,"High Value Customers","Pre-retired","Bhopal","Madhya Pradesh"
"6255",95422,1,0.98309872,2,0.513306867,6800,8,0,1,0,0,41,"Single",2,0,1,64.2058742748708,"High Value Customers","Pre-retired","Hyderabad","Andhra Pradesh"
"6256",100023,1,1.018145908,0,0.243199529,6800,11,0,0,1,1,38,"Married",0,0,2,64.2133648492314,"High Value Customers","Married_with_youndKids","Itanagar","Arunachal Pradesh"
"6257",100578,1,0.115238636,0,0.682399647,6800,20,0,1,0,0,44,"Married",2,0,1,64.2141971352714,"High Value Customers","Pre-retired","Raipur","Chhattisgarh"
"6258",104874,1,0.105131582,1,1.315835906,6800,11,0,4,0,0,60,"Married",0,1,3,64.2250168537923,"High Value Customers","Pre-retired","Jaipur","Rajasthan"
"6259",119863,1,0.961259685,2,0.019997059,6800,9,1,0,1,1,41,"Married",3,0,3,64.2499854349943,"High Value Customers","Pre-retired","Mumbai","Maharashtra"
"6260",133248,1,0.678472436,4,0.375385973,6800,10,0,1,1,0,60,"Single",1,0,2,64.2682957278758,"High Value Customers","Pre-retired","Bhopal","Madhya Pradesh"
"6261",136446,1,0.879710814,1,0.161299809,6800,5,0,0,1,0,42,"Married",2,0,3,64.2741217301562,"High Value Customers","Pre-retired","Srinagar","JK"
"6262",93578,1,0.175920017,0,0.170953991,6802,8,0,1,0,0,40,"Married",0,0,1,64.296593453238,"High Value Customers","Married_with_youndKids","Thiruvananthapuram","Kerala"
"6263",138461,1,0.595641733,0,0.072909011,6802,8,0,0,1,1,40,"Single",5,1,2,64.2982580253181,"High Value Customers","Married_with_youndKids","Hyderabad","Andhra Pradesh"
"6264",114471,1,0.004354711,0,0.165148398,6805,4,0,1,0,1,46,"Married",2,1,2,64.3057485996787,"High Value Customers","Pre-retired","Panjim","Goa"
"6265",54383,1,0.585012278,1,0.190483184,6808,5,0,0,0,1,59,"Married",1,0,3,64.3107423159191,"High Value Customers","Pre-retired","Jammu","JK"
"6266",78450,1,0.077128572,0,0.13876652,6809,7,0,1,0,0,53,"Single",1,0,2,64.3157360321595,"High Value Customers","Pre-retired","Dispur","Assam"
"6267",28254,1,0,2,0.377145372,6816,9,0,1,3,0,53,"Married",2,0,2,64.3440337575218,"High Value Customers","Pre-retired","Srinagar","JK"
"6268",144295,1,1.640718563,2,0.382641841,6820,3,6,2,0,1,42,"Single",0,0,3,64.3615117643632,"High Value Customers","Pre-retired","Chandigarh","Haryana"
"6269",3930,1,1.022995401,0,0.612690504,6823,14,7,2,1,0,30,"Single",0,0,1,64.3656731945635,"High Value Customers","Married_with_youndKids","Dispur","Assam"
"6270",147544,1,0.9999999,3,0.185532289,6828,6,0,1,2,0,41,"Single",2,0,2,64.384815773485,"High Value Customers","Pre-retired","Raipur","Chhattisgarh"
"6271",62202,1,0.201796331,0,0.268774704,6830,3,1,1,0,0,36,"Married",3,1,3,64.3881449176453,"High Value Customers","Married_with_youndKids","Srinagar","JK"
"6272",5441,1,1.097180564,3,0.257828505,6833,9,2,0,0,1,49,"Married",3,1,1,64.4056229244867,"High Value Customers","Pre-retired","Bangalore","Karnataka"
"6273",41195,1,0.591321334,1,0.389230319,6833,13,0,1,0,1,42,"Married",2,1,3,64.4322560777688,"High Value Customers","Pre-retired","Chandigarh","Haryana"
"6274",86536,1,0.627329902,4,1.962979222,6833,20,1,7,0,0,61,"Married",0,0,2,64.4688766635317,"High Value Customers","Retired","Srinagar","JK"
"6275",86555,1,0,0,0.232806555,6833,9,0,1,0,1,39,"Married",1,1,1,64.4697089495718,"High Value Customers","Married_with_youndKids","Ranchi","Jharkhand"
"6276",141589,1,0.428624329,0,0.437810945,6833,10,2,1,0,0,39,"Married",0,1,3,64.5021681051344,"High Value Customers","Married_with_youndKids","Hyderabad","Andhra Pradesh"
"6277",144622,1,0.9999999,2,0.350453614,6833,5,0,1,0,0,62,"Married",1,1,3,64.5054972492946,"High Value Customers","Retired","Lucknow","Uttar Pradesh"
"6278",119411,1,0.760592041,0,1.077967587,6848,16,0,2,0,0,62,"Single",0,1,1,64.5579312698188,"High Value Customers","Retired","Gangtok","Sikkim"
"6279",76184,1,0.530995867,0,0.089475989,6850,3,0,0,0,0,65,"Single",0,0,2,64.585396709141,"High Value Customers","Retired","Chandigarh","Haryana"
"6280",128882,1,0.8035236,2,0.170923953,6850,4,0,0,0,0,58,"Single",0,0,1,64.5937195695417,"High Value Customers","Pre-retired","Aizawl","Mizoram"
"6281",40307,1,0.006420884,3,0.233775704,6856,20,0,1,1,0,57,"Single",2,0,3,64.6136944345033,"High Value Customers","Pre-retired","Jammu","JK"
"6282",21555,1,0.090071648,0,0.54059175,6860,5,0,2,0,0,44,"Married",0,1,1,64.6220172949039,"High Value Customers","Pre-retired","Srinagar","JK"
"6283",33667,1,0.165507635,0,0.547702152,6875,9,0,1,0,1,39,"Single",2,1,3,64.6752836014682,"High Value Customers","Married_with_youndKids","Gangtok","Sikkim"
"6284",130524,1,0.12972788,0,0.435282141,6875,17,0,1,0,0,47,"Married",2,1,2,64.6869356060291,"High Value Customers","Pre-retired","Raipur","Chhattisgarh"
"6285",1839,1,0.924601885,1,0.367097806,6880,4,0,0,0,0,43,"Single",1,0,1,64.69858761059,"High Value Customers","Pre-retired","Dehradun","Uttarakhand"
"6286",4328,1,0.478124637,0,0.737864078,6900,12,0,5,0,0,41,"Married",3,0,3,64.7701642100357,"High Value Customers","Pre-retired","Patna","Bihar"
"6287",57694,1,0.595777853,1,0.552093899,6900,12,1,2,0,0,39,"Married",1,0,3,64.8167722282794,"High Value Customers","Married_with_youndKids","Srinagar","JK"
"6288",61986,1,0.944375952,5,0.285031155,6900,10,2,0,0,0,41,"Single",3,0,1,64.8225982305599,"High Value Customers","Pre-retired","Gandhinagar","Gujarat"
"6289",72953,1,0.605477203,1,0.604984785,6900,7,1,2,2,1,60,"Single",1,1,1,64.8317533770006,"High Value Customers","Pre-retired","Agartala","Tripura"
"6290",106531,1,0.043093186,1,0.303289378,6900,8,1,1,0,1,64,"Single",3,1,1,64.8550573861225,"High Value Customers","Retired","Gangtok","Sikkim"
"6291",111739,1,0.372048304,0,0.121141863,6900,6,2,0,2,0,55,"Single",2,0,2,64.8625479604831,"High Value Customers","Pre-retired","Raipur","Chhattisgarh"
"6292",126719,1,0.876091833,2,0.608607448,6900,30,0,2,0,1,55,"Single",0,1,2,64.8758645371241,"High Value Customers","Pre-retired","Shillong","Meghalaya"
"6293",141541,1,0.542314335,1,2.639327634,6900,18,0,7,2,0,41,"Single",0,0,2,64.8916779718854,"High Value Customers","Pre-retired","Dehradun","Uttarakhand"
"6294",99391,1,0.9999999,4,0.321320017,6908,5,0,1,1,0,55,"Single",1,1,1,64.9208079832877,"High Value Customers","Pre-retired","Thiruvananthapuram","Kerala"
"6295",93456,1,0.875496409,1,0.383301982,6910,7,0,2,0,0,47,"Single",0,0,2,64.9266339855682,"High Value Customers","Pre-retired","Bangalore","Karnataka"
"6296",75050,1,0.018107966,0,0.178912352,6913,10,2,0,0,0,31,"Single",4,1,2,64.936621418049,"High Value Customers","Married_with_youndKids","Gandhinagar","Gujarat"
"6297",88262,1,0.9999999,0,0.095747758,6913,2,0,0,0,0,47,"Single",2,0,2,64.937453704089,"High Value Customers","Pre-retired","Imphal","Manipur"
"6298",42964,1,1.192563569,1,0.943906318,6916,20,1,2,1,0,39,"Single",1,0,3,64.9682482875715,"High Value Customers","Married_with_youndKids","Kolkata","West Bengal"
"6299",68777,1,0.9999999,0,0.229001012,6916,2,0,1,1,1,50,"Married",0,1,2,64.9799002921324,"High Value Customers","Pre-retired","Gandhinagar","Gujarat"
"6300",87004,1,0.9999999,3,0.499349429,6916,4,1,1,0,1,57,"Single",0,0,1,64.9865585804529,"High Value Customers","Pre-retired","Hyderabad","Andhra Pradesh"
"6301",7034,1,1.060939061,2,0.574440433,6924,6,3,4,2,0,39,"Single",0,0,1,65.0556383217784,"High Value Customers","Married_with_youndKids","Chennai","Tamil Nadu"
"6302",73524,1,0.815478832,2,0.567056446,6926,13,0,1,0,1,50,"Single",2,1,2,65.063128896139,"High Value Customers","Pre-retired","Aizawl","Mizoram"
"6303",76223,1,0.957135123,0,0.416630576,6926,15,0,1,1,1,69,"Married",0,0,1,65.0639611821791,"High Value Customers","Retired","Hyderabad","Andhra Pradesh"
"6304",36907,1,0.858156028,2,0.15390163,6932,4,0,0,1,0,31,"Single",0,0,1,65.0864329052609,"High Value Customers","Married_with_youndKids","Bhopal","Madhya Pradesh"
"6305",53707,1,0.941325084,3,0.344534179,6933,12,0,0,0,0,52,"Single",2,1,3,65.0947557656615,"High Value Customers","Pre-retired","Chandigarh","Haryana"
"6306",13695,1,1.136439268,1,0.084775087,6935,4,0,1,0,0,47,"Single",1,0,2,65.1039109121023,"High Value Customers","Pre-retired","Mumbai","Maharashtra"
"6307",120753,1,0.031984273,0,0.865927419,6943,19,0,9,0,1,35,"Single",0,0,3,65.1280472072642,"High Value Customers","Married_with_youndKids","Dispur","Assam"
"6308",94161,1,0.042004953,0,0.100071994,6944,8,0,0,0,1,72,"Single",0,1,1,65.1305440653844,"High Value Customers","Retired","Dehradun","Uttarakhand"
"6309",134552,1,0.708335059,0,0.435007917,6946,8,0,2,0,0,49,"Single",0,0,2,65.1396992118251,"High Value Customers","Pre-retired","Itanagar","Arunachal Pradesh"
"6310",16651,1,1.067104903,1,0.235031664,6947,9,0,0,4,0,33,"Single",2,1,3,65.1405314978652,"High Value Customers","Married_with_youndKids","Dehradun","Uttarakhand"
"6311",59194,1,0.99380124,3,0.189523672,6948,8,2,0,0,0,46,"Married",2,1,3,65.1438606420255,"High Value Customers","Pre-retired","Bhubaneswar","Odisha(Orissa)"
"6312",129564,1,0.021626946,0,0.323211973,6948,12,1,2,0,0,62,"Single",1,0,3,65.1455252141056,"High Value Customers","Retired","Jammu","JK"
"6313",60892,1,0.857665539,2,0.44784923,6950,14,0,2,0,1,39,"Single",2,0,2,65.1563449326264,"High Value Customers","Married_with_youndKids","Imphal","Manipur"
"6314",70401,1,0.665635566,0,0.662638469,6950,12,0,2,0,1,50,"Married",1,1,2,65.1580095047066,"High Value Customers","Pre-retired","Patna","Bihar"
"6315",84343,1,0.646706587,0,0.002014099,6950,2,0,0,1,1,46,"Married",2,1,3,65.1613386488668,"High Value Customers","Pre-retired","Chandigarh","Haryana"
"6316",130023,1,0.063147697,1,0.476053502,6952,14,1,2,0,1,68,"Single",1,1,1,65.1771520836281,"High Value Customers","Retired","Srinagar","JK"
"6317",148717,1,0.858261911,3,0.285652736,6962,9,9,1,1,0,55,"Married",0,1,2,65.2087789531506,"High Value Customers","Pre-retired","Dehradun","Uttarakhand"
"6318",137061,1,0.398949601,3,0.212029859,6965,9,3,1,3,0,56,"Single",1,0,3,65.2146049554311,"High Value Customers","Pre-retired","Srinagar","JK"
"6319",134146,1,1.550898204,2,0.27125448,6974,5,0,2,2,0,51,"Single",4,0,1,65.251225541194,"High Value Customers","Pre-retired","Srinagar","JK"
"6320",23020,1,0.380062305,1,0.379009164,6983,12,0,2,0,1,52,"Single",0,0,1,65.2820201246764,"High Value Customers","Pre-retired","Dispur","Assam"
"6321",75374,1,0.944384756,4,0.413171081,6984,6,1,1,1,1,34,"Single",2,1,3,65.288678412997,"High Value Customers","Married_with_youndKids","Shimla","Himachal Pradesh"
"6322",12404,1,2.110670574,5,0.158285714,6999,5,0,0,1,0,48,"Married",3,0,2,65.3261312848,"High Value Customers","Pre-retired","Bangalore","Karnataka"
"6323",56316,1,0.872031992,3,0.795714286,6999,6,0,3,0,0,24,"Single",0,0,2,65.3294604289602,"High Value Customers","UnMarried_employed","Ranchi","Jharkhand"
"6324",3352,1,0.563819824,3,0.181116983,7000,15,1,0,1,0,39,"Single",2,1,1,65.3477707218417,"High Value Customers","Married_with_youndKids","Jaipur","Rajasthan"
"6325",6008,1,0,0,0.002713898,7000,7,0,0,1,0,56,"Married",0,1,2,65.3652487286831,"High Value Customers","Pre-retired","Jammu","JK"
"6326",7582,1,0.354984932,0,0.571489787,7000,9,0,2,0,0,62,"Single",1,1,2,65.3760684472039,"High Value Customers","Retired","Bhubaneswar","Odisha(Orissa)"
"6327",10445,1,0.063237546,0,0.491358377,7000,6,0,1,1,1,38,"Single",1,1,1,65.3985401702857,"High Value Customers","Married_with_youndKids","Dispur","Assam"
"6328",11802,1,0.004053835,2,1.390801314,7000,13,0,5,1,0,52,"Married",2,0,1,65.4085276027665,"High Value Customers","Pre-retired","Shimla","Himachal Pradesh"
"6329",19588,1,0.610635901,1,0.634480788,7000,19,0,2,1,0,47,"Married",3,0,2,65.4559679070503,"High Value Customers","Pre-retired","Bhubaneswar","Odisha(Orissa)"
"6330",21093,1,0.948238339,1,0.604056563,7000,7,0,3,0,0,54,"Married",0,1,1,65.4667876255712,"High Value Customers","Pre-retired","Chandigarh","Haryana"
"6331",24547,1,0.932151696,0,0.638908727,7000,6,0,2,0,1,44,"Single",1,0,2,65.4842656324126,"High Value Customers","Pre-retired","Ranchi","Jharkhand"
"6332",26532,1,0.168541252,1,0.26881874,7000,12,0,1,0,1,38,"Married",1,0,2,65.5000790671738,"High Value Customers","Married_with_youndKids","Aizawl","Mizoram"
"6333",26891,1,0.03685028,0,0.506070561,7000,7,0,2,0,1,32,"Single",0,1,1,65.5050727834142,"High Value Customers","Married_with_youndKids","Srinagar","JK"
"6334",27271,1,0.952818991,2,0.820882731,7000,22,0,1,0,1,71,"Single",1,0,3,65.5075696415344,"High Value Customers","Retired","Chandigarh","Haryana"
"6335",28125,1,0.014528557,0,0.263962291,7000,7,0,1,0,1,73,"Single",0,1,2,65.5167247879751,"High Value Customers","Retired","Itanagar","Arunachal Pradesh"
"6336",28164,1,1.040519317,2,0.299242965,7000,7,0,1,1,1,65,"Single",1,0,2,65.5175570740152,"High Value Customers","Retired","Ranchi","Jharkhand"
"6337",31127,1,0.397169026,1,0.110269961,7000,4,2,0,1,1,26,"Single",3,0,2,65.5333705087765,"High Value Customers","UnMarried_employed","Thiruvananthapuram","Kerala"
"6338",36265,1,0.773660803,0,0.42251107,7000,17,0,1,0,0,50,"Single",1,0,2,65.5758170968198,"High Value Customers","Pre-retired","Kohima","Nagaland"
"6339",40901,1,0.009203857,0,0.046707613,7000,9,0,0,0,1,79,"Married",1,1,3,65.6074439663423,"High Value Customers","Retired","Gandhinagar","Gujarat"
"6340",46152,1,0.872142014,0,0.180117126,7000,7,1,0,0,0,40,"Single",3,1,2,65.6482259823056,"High Value Customers","Married_with_youndKids","Thiruvananthapuram","Kerala"
"6341",47021,1,0.89031882,1,0.588915869,7000,6,2,1,1,1,48,"Married",0,0,1,65.6557165566662,"High Value Customers","Pre-retired","Shimla","Himachal Pradesh"
"6342",54224,1,0.955233554,0,0.16726182,7000,4,0,0,0,0,41,"Married",2,0,2,65.6981631447096,"High Value Customers","Pre-retired","Aizawl","Mizoram"
"6343",55002,1,0.194260191,0,0.62433938,7000,8,0,4,0,0,46,"Single",1,0,3,65.7064860051102,"High Value Customers","Pre-retired","Bhopal","Madhya Pradesh"
"6344",56603,1,0.9999999,98,0,7000,0,98,0,98,1,42,"Single",0,0,1,65.7189702957112,"High Value Customers","Pre-retired","Panjim","Goa"
"6345",58120,1,0.741920484,0,0.070418512,7000,4,0,0,2,0,27,"Single",3,1,1,65.7272931561119,"High Value Customers","UnMarried_employed","Raipur","Chhattisgarh"
"6346",64256,1,0.983351831,2,0.32223968,7000,5,0,3,0,0,37,"Single",1,0,1,65.7564231675142,"High Value Customers","Married_with_youndKids","Jaipur","Rajasthan"
"6347",65356,1,0.865379072,0,0.453649479,7000,10,0,1,0,1,42,"Single",1,1,2,65.7622491697947,"High Value Customers","Pre-retired","Aizawl","Mizoram"
"6348",65795,1,0.430622775,3,0.400085702,7000,7,0,2,0,0,60,"Married",0,1,1,65.766410599995,"High Value Customers","Pre-retired","Bhopal","Madhya Pradesh"
"6349",70568,1,0.131838309,1,0.325096415,7000,7,0,1,0,0,40,"Single",4,1,2,65.7955406113973,"High Value Customers","Married_with_youndKids","Patna","Bihar"
"6350",74120,1,0.519309498,0,0.0797029,7000,9,0,0,0,0,35,"Single",0,0,1,65.8238383367596,"High Value Customers","Married_with_youndKids","Thiruvananthapuram","Kerala"
"6351",75315,1,0.9999999,0,0.004142265,7000,1,0,0,1,0,51,"Married",0,0,1,65.8313289111202,"High Value Customers","Pre-retired","Bangalore","Karnataka"
"6352",80421,1,0.910438408,4,0.271961148,7000,22,0,0,0,0,53,"Single",0,1,1,65.867117210843,"High Value Customers","Pre-retired","Bangalore","Karnataka"
"6353",81852,1,0.079293081,2,0.027710327,7000,11,0,0,1,0,90,"Single",0,0,1,65.8754400712437,"High Value Customers","Retired","Hyderabad","Andhra Pradesh"
"6354",82160,1,0.9999999,1,0.460648479,7000,8,0,3,1,0,36,"Single",1,0,2,65.8779369293639,"High Value Customers","Married_with_youndKids","Patna","Bihar"
"6355",83151,1,0.988001263,1,0.468790173,7000,11,0,1,1,0,37,"Single",2,1,2,65.8904212199649,"High Value Customers","Married_with_youndKids","Ranchi","Jharkhand"
"6356",83239,1,0.029484087,1,0.342236823,7000,7,0,2,0,1,48,"Married",0,1,2,65.892085792045,"High Value Customers","Pre-retired","Chandigarh","Haryana"
"6357",86805,1,0.349301868,0,0.265962005,7000,14,0,0,0,0,60,"Single",2,0,3,65.9153898011669,"High Value Customers","Pre-retired","Dispur","Assam"
"6358",90083,1,0.9999999,0,0.026567633,7000,5,0,0,0,0,28,"Married",2,1,1,65.9345323800884,"High Value Customers","Married_with_youndKids","Bhopal","Madhya Pradesh"
"6359",95469,1,0.676550117,0,0.401799743,7000,10,4,0,0,1,43,"Single",4,1,2,65.9694883937712,"High Value Customers","Pre-retired","Itanagar","Arunachal Pradesh"
"6360",98914,1,0,2,0.494929296,7000,9,0,1,0,0,79,"Single",0,0,2,65.992792402893,"High Value Customers","Retired","Thiruvananthapuram","Kerala"
"6361",99113,1,0.87445022,0,0.337666048,7000,6,0,1,0,1,43,"Married",0,0,2,65.9944569749732,"High Value Customers","Pre-retired","Ranchi","Jharkhand"
"6362",99358,1,0.860241984,0,1.13398086,7000,18,0,4,0,0,52,"Married",1,0,3,65.9977861191334,"High Value Customers","Pre-retired","Lucknow","Uttar Pradesh"
"6363",99562,1,0.49530094,0,0.136980431,7000,9,0,0,0,0,54,"Single",0,0,3,65.9994506912136,"High Value Customers","Pre-retired","Hyderabad","Andhra Pradesh"
"6364",101304,1,0.531490869,0,0.373803742,7000,10,0,2,0,0,44,"Married",5,1,2,66.0102704097344,"High Value Customers","Pre-retired","Ranchi","Jharkhand"
"6365",102324,1,0.403861903,3,0.42336809,7000,11,0,2,2,1,41,"Single",0,1,3,66.0160964120149,"High Value Customers","Pre-retired","Dispur","Assam"
"6366",103417,1,0.9999999,0,0.898728753,7000,3,1,1,0,0,53,"Single",5,0,1,66.0260838444957,"High Value Customers","Pre-retired","Shimla","Himachal Pradesh"
"6367",104095,1,1.014780038,2,0.267247536,7000,9,0,0,0,0,58,"Single",2,0,1,66.0319098467761,"High Value Customers","Pre-retired","Agartala","Tripura"
"6368",104266,1,0.53002611,0,0.331524068,7000,7,0,1,0,0,36,"Single",1,1,1,66.0335744188563,"High Value Customers","Married_with_youndKids","Bangalore","Karnataka"
"6369",104415,1,0.939217405,4,0.819740037,7000,18,0,3,0,0,43,"Single",3,1,1,66.0352389909364,"High Value Customers","Pre-retired","Gangtok","Sikkim"
"6370",105029,1,0.9999999,0,0.075274961,7000,1,2,0,1,1,35,"Single",3,0,2,66.0410649932169,"High Value Customers","Married_with_youndKids","Jammu","JK"
"6371",107157,1,0.09900003,0,0.019997143,7000,11,0,0,1,0,62,"Single",0,0,3,66.0543815698579,"High Value Customers","Retired","Panjim","Goa"
"6372",107383,1,0.939301902,3,0.169261534,7000,5,0,0,0,1,41,"Single",4,0,1,66.0568784279781,"High Value Customers","Pre-retired","Itanagar","Arunachal Pradesh"
"6373",110952,1,0.055394693,3,0.87958863,7000,14,0,5,0,0,65,"Married",0,1,2,66.0893375835407,"High Value Customers","Retired","Kolkata","West Bengal"
"6374",114440,1,0.148034162,0,0.469932867,7000,12,0,1,0,0,78,"Single",0,1,3,66.1143061647427,"High Value Customers","Retired","Bhubaneswar","Odisha(Orissa)"
"6375",116084,1,0.708963219,1,0.208113127,7000,6,2,0,2,0,48,"Single",0,0,1,66.1251258832636,"High Value Customers","Pre-retired","Shimla","Himachal Pradesh"
"6376",116832,1,0.997015168,1,0.447650336,7000,14,1,2,0,0,56,"Married",0,1,1,66.1284550274238,"High Value Customers","Pre-retired","Bhubaneswar","Odisha(Orissa)"
"6377",117613,1,0.816433967,2,0.781602628,7000,13,0,3,0,0,35,"Single",0,0,1,66.1351133157443,"High Value Customers","Married_with_youndKids","Kohima","Nagaland"
"6378",119846,1,0.080657705,0,0.394800743,7000,5,0,2,0,0,64,"Single",0,0,1,66.1542558946659,"High Value Customers","Retired","Aizawl","Mizoram"
"6379",120332,1,0.047130191,0,0.584773604,7000,8,0,2,0,0,45,"Married",0,1,3,66.1567527527861,"High Value Customers","Pre-retired","Chennai","Tamil Nadu"
"6380",121668,1,0.99020098,0,0.042422511,7000,1,0,0,0,1,36,"Single",3,0,1,66.168404757347,"High Value Customers","Married_with_youndKids","Lucknow","Uttar Pradesh"
"6381",127321,1,0.222967343,0,0.367947436,7000,14,0,1,0,0,38,"Single",2,1,2,66.1967024827093,"High Value Customers","Married_with_youndKids","Chandigarh","Haryana"
"6382",136743,1,0.841061684,0,0.562919583,7000,8,0,2,0,1,49,"Single",3,1,1,66.2657822240348,"High Value Customers","Pre-retired","Thiruvananthapuram","Kerala"
"6383",140094,1,0.044358519,1,0.242679617,7000,18,0,2,0,0,47,"Single",2,1,1,66.2857570889963,"High Value Customers","Pre-retired","Gandhinagar","Gujarat"
"6384",140326,1,0.906382811,0,0.411655478,7000,6,0,1,0,0,35,"Single",0,0,1,66.2865893750364,"High Value Customers","Married_with_youndKids","Shimla","Himachal Pradesh"
"6385",145652,1,0.327483733,0,0.475074989,7000,10,0,2,0,0,70,"Single",0,1,2,66.3157193864387,"High Value Customers","Retired","Aizawl","Mizoram"
"6386",145766,1,0.509674906,0,0.359234395,7000,9,0,1,0,0,36,"Single",2,0,2,66.3165516724788,"High Value Customers","Married_with_youndKids","Bhubaneswar","Odisha(Orissa)"
"6387",148829,1,73.84615385,2,0.513355235,7000,5,8,2,0,1,53,"Married",4,0,1,66.3340296793202,"High Value Customers","Pre-retired","Itanagar","Arunachal Pradesh"
"6388",149028,1,0.965473384,6,0.845593487,7000,17,0,4,1,1,41,"Single",2,1,1,66.3373588234805,"High Value Customers","Pre-retired","Imphal","Manipur"
"6389",41674,1,0.0160809,0,0.103226728,7003,21,0,0,3,0,59,"Single",0,0,1,66.3589982605222,"High Value Customers","Pre-retired","Lucknow","Uttar Pradesh"
"6390",68562,1,0.025837933,0,0.001141227,7009,3,0,0,0,0,69,"Single",0,0,2,66.3789731254838,"High Value Customers","Retired","Raipur","Chhattisgarh"
"6391",54478,1,0.60401523,0,0.223378475,7014,15,1,1,0,0,53,"Single",0,0,3,66.393954274205,"High Value Customers","Pre-retired","Thiruvananthapuram","Kerala"
"6392",41197,1,0.364390379,0,0.88968073,7015,10,0,6,0,0,49,"Married",0,1,3,66.3964511323252,"High Value Customers","Pre-retired","Srinagar","JK"
"6393",42733,1,0.9999999,2,0.136668092,7016,5,1,1,0,0,39,"Single",0,0,3,66.4014448485655,"High Value Customers","Married_with_youndKids","Dehradun","Uttarakhand"
"6394",84757,1,0.703409228,0,0.035770272,7016,5,0,0,0,0,38,"Single",2,1,2,66.407270850846,"High Value Customers","Married_with_youndKids","Chandigarh","Haryana"
"6395",51777,1,1.007392421,1,0.084745763,7020,5,1,0,0,1,52,"Single",2,0,3,66.419755141447,"High Value Customers","Pre-retired","Srinagar","JK"
