custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
9955-CVMUZH-O6X,Zone 5,1,Female,63,50-64,October,14,High school degree,Managerial and Professional,No,17,More than 15,No,41,3.71,$25 - $49,4.8,0.16,-1.85,1.81,0.59,No,Somewhat dissatisfied,Married,14,High school degree,2,9,2,1,0,0,0,0,6,Rent,Single-family,27,More than 25,3,Own,Import,18.8,Economy,No,Yes,Car,Single occupancy,25,Yes,No,No,No,No,No,0,Yes,0,No,Convenience,Slightly liberal,Yes,No,Yes,American Express,Gold,None,No,36,5,Mastercard,Gold,Cash back,No,27,More than 15,9,362.1,5,256.62,No,Cereal,71,No,23.1,3.14,1641.35,7.4,1,38,3.64,2627.05,7.87,No,0,#NULL!,0,#NULL!,Yes,21,3.04,1455,7.28,Yes,32.2,3.47,2238.25,7.71,0,No,No,None,Yes,Yes,Yes,Yes,No,Yes,15,Yes,Yes,Yes,No,No,No,No,Yes,Yes,1,No,No
0066-PXANVZ-DFW,Zone 4,4,Male,69,>65,January,10,Did not complete high school,Managerial and Professional,Yes,20,More than 15,Yes,15,2.71,Under $25,2.1,0.09,-2.45,0.23,-1.47,No,Highly dissatisfied,Married,10,Did not complete high school,2,2,2,0,0,0,0,0,0,Rent,Single-family,19,16 to 25,2,Own,Import,8.2,Economy,Yes,No,Motorcycle,Single occupancy,29,Yes,Yes,No,No,No,No,0,Yes,0,No,No response,Liberal,Yes,Yes,Yes,Visa,Platinum,Airline miles,Yes,39,5,Discover,Gold,Other,No,30,More than 15,17,304.96,7,131.56,No,Oatmeal,72,No,46.75,3.84,3371,8.12,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,20,3,1385,7.23,No,0,#NULL!,0,#NULL!,1,No,No,None,No,Yes,No,Yes,No,Yes,22,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
2172-GUETOD-J7Z,Zone 1,1,Female,36,35-49,August,16,Some college,Sales and Office,No,1,Less than 2,No,28,3.33,$25 - $49,8.1,0.88,-0.13,1.39,0.33,No,Highly dissatisfied,Unmarried,-1,Not married,1,3,2,1,0,0,0,0,0,Rent,Multiple-Family,8,8 to 15,1,Own,Import,13.3,Economy,No,No,Train/Subway,Public transportation,24,No,No,No,No,Yes,No,0,No,0,No,No response,Slightly conservative,No,Yes,Yes,Discover,Gold,Cash back,No,6,3,Mastercard,None,Cash back,No,7,6 to 10,11,189.41,4,100.79,Yes,Energy bar,20,Yes,3.75,1.32,59.45,4.09,1,19.25,2.96,361.85,5.89,Yes,38.4,3.65,726.3,6.59,No,0,#NULL!,0,#NULL!,Yes,24.4,3.19,413.1,6.02,1,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,17,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
0209-YYAIJN-RVU,Zone 4,3,Female,70,>65,August,13,High school degree,"Operation, Fabrication, General Labor",No,20,More than 15,Yes,16,2.77,Under $25,11.1,0.24,-1.42,1.53,0.43,No,Highly satisfied,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Rent,Multiple-Family,27,More than 25,1,Lease,Import,10.5,Economy,No,Yes,Bus,Public transportation,18,No,No,No,Yes,Yes,No,1,No,0,No,Prices,Extremely conservative,Yes,Yes,No,American Express,None,Cash back,No,7,3,Visa,Gold,Other,No,13,11 to 15,6,114.71,6,141.6,No,Oatmeal,27,No,6,1.79,149.75,5.01,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,15.25,2.72,370,5.91,No,0,#NULL!,0,#NULL!,0,No,No,None,No,No,No,No,No,Yes,22,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No
6496-YKBPWT-QSZ,Zone 4,2,Female,69,>65,March,13,High school degree,Service,No,25,More than 15,No,96,4.56,$75 - $124,6.4,1.35,0.3,4.8,1.57,No,Somewhat satisfied,Unmarried,-1,Not married,1,3,0,0,3,0,0,0,0,Own,Single-family,33,More than 25,2,Own,Import,40.8,Luxury,No,No,Train/Subway,Public transportation,28,No,No,No,No,Yes,No,0,No,0,No,No response,Liberal,Yes,No,Yes,Discover,Gold,None,No,33,5,Mastercard,Platinum,Airline miles,No,25,More than 15,11,236.35,4,62.04,Yes,Energy bar,63,No,31.4,3.45,1908.65,7.55,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,20.75,3.03,1210,7.1,No,0,#NULL!,0,#NULL!,1,No,No,None,No,No,Yes,Yes,No,Yes,19,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No
8580-NWOECM-8O1,Zone 5,4,Male,53,50-64,January,12,High school degree,Managerial and Professional,Yes,8,6 to 10,No,32,3.47,$25 - $49,9,0.82,-0.19,2.06,0.72,No,Somewhat satisfied,Unmarried,-1,Not married,1,4,1,2,0,1,0,0,0,Own,Condominium/Townhouse,29,More than 25,3,Own,Import,14.3,Economy,No,No,Car,Single occupancy,40,Yes,No,Yes,No,No,No,0,No,1,No,No response,Conservative,No,No,No,Mastercard,Platinum,None,No,22,5,Visa,Platinum,Airline miles,No,19,More than 15,14,297.89,10,234.41,No,Oatmeal,51,No,15.45,2.74,821.95,6.71,1,41.5,3.73,2075.4,7.64,No,0,#NULL!,0,#NULL!,Yes,11.75,2.46,615,6.42,Yes,23.35,3.15,1192.95,7.08,0,Yes,Yes,None,Yes,Yes,Yes,Yes,No,Yes,20,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
2897-SQTLBT-DO7,Zone 5,5,Male,75,>65,July,18,College degree,"Operation, Fabrication, General Labor",No,27,More than 15,Yes,15,2.71,Under $25,3.6,0.22,-1.51,0.32,-1.14,No,Highly satisfied,Married,18,College degree,2,4,3,1,0,0,0,0,0,Rent,Multiple-Family,43,More than 25,3,Own,Domestic,9.5,Economy,Yes,No,Car,Single occupancy,32,Yes,No,No,No,No,No,0,No,0,Yes,No response,Slightly conservative,No,No,No,Discover,Other,Cash back,No,40,5,American Express,Platinum,Airline miles,No,30,More than 15,12,414.39,9,290.09,No,Oatmeal,72,No,31.1,3.44,2317.2,7.75,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,35.25,3.56,2425,7.79,No,0,#NULL!,0,#NULL!,1,No,No,None,No,No,No,No,Yes,Yes,12,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No
8512-RRDZYC-GKB,Zone 1,1,Female,67,>65,April,19,College degree,"Operation, Fabrication, General Labor",No,27,More than 15,Yes,30,3.4,$25 - $49,31.6,5.01,1.61,4.47,1.5,No,Somewhat dissatisfied,Unmarried,-1,Not married,1,6,0,0,0,0,1,0,5,Rent,Multiple-Family,20,16 to 25,2,Lease,Domestic,15.4,Economy,Yes,Yes,Car,Single occupancy,22,Yes,No,No,Yes,Yes,No,0,No,0,No,No response,Slightly conservative,No,No,No,Mastercard,Gold,Airline miles,No,25,5,Visa,Platinum,Other,Yes,19,More than 15,11,258.91,2,47.69,Yes,Oatmeal,51,No,27.35,3.31,1323.45,7.19,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,16.25,2.79,865,6.76,No,0,#NULL!,0,#NULL!,1,No,No,None,No,No,No,Yes,No,Yes,11,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes
9268-EGPXPL-52P,Zone 3,2,Female,23,18-24,May,17,College degree,Sales and Office,No,0,Less than 2,No,22,3.09,Under $25,17.9,1.97,0.68,1.97,0.68,No,Highly dissatisfied,Unmarried,-1,Not married,3,2,0,2,0,0,0,0,0,Rent,Single-family,2,Less than 3,2,Own,Import,9.7,Economy,No,Yes,Bus,Public transportation,23,Yes,No,Yes,Yes,Yes,No,0,Yes,0,No,No response,Moderate,Yes,No,Yes,Discover,None,None,No,5,2,Visa,None,Cash back,Yes,5,2 to 5,4,69.14,2,44.99,No,Cereal,57,No,5.45,1.7,305.8,5.72,1,40,3.69,2293.1,7.74,Yes,49.25,3.9,2793.15,7.93,Yes,41.25,3.72,2315,7.75,Yes,39.3,3.67,2160.65,7.68,1,Yes,Yes,Other,Yes,Yes,Yes,Yes,No,Yes,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
6036-DCOPOQ-ZGH,Zone 5,1,Female,65,>65,February,9,Did not complete high school,Service,Yes,10,6 to 10,No,30,3.4,$25 - $49,11.3,0.8,-0.22,2.59,0.95,No,Neutral,Unmarried,-1,Not married,1,9,0,0,0,0,0,0,9,Rent,Single-family,4,4 to 7,3,Own,Domestic,15.6,Economy,No,Yes,Car,Single occupancy,17,Yes,No,No,No,No,No,0,Yes,0,No,Prices,Slightly liberal,No,No,No,Mastercard,Platinum,Airline miles,Yes,13,4,American Express,Platinum,1,No,9,6 to 10,7,221.62,7,153.8,Yes,Energy bar,26,No,4.05,1.4,108.4,4.69,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,Dial-up,Yes,Yes,No,No,No,Yes,10,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No
1518-USSGDF-5HT,Zone 4,5,Male,22,18-24,August,17,College degree,"Precision Production, Craft, Repair",Yes,0,Less than 2,No,34,3.53,$25 - $49,11.7,0.25,-1.37,3.72,1.31,Yes,Highly dissatisfied,Unmarried,-1,Not married,2,1,0,1,0,0,0,0,0,Rent,Condominium/Townhouse,1,Less than 3,1,Own,Domestic,20,Standard,Yes,No,Carpool,Multiple occupancy,42,No,Yes,Yes,No,No,No,0,No,0,Yes,No response,Slightly liberal,Yes,No,Yes,Mastercard,Gold,Other,No,4,2,American Express,Other,Cash back,No,4,2 to 5,12,282,6,120.51,Yes,Cereal,52,No,28.85,3.36,1526.8,7.33,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,26,3.26,1315,7.18,No,0,#NULL!,0,#NULL!,1,No,No,None,No,No,No,No,No,Yes,22,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No
7374-ZDEGRQ-AQ3,Zone 5,5,Female,27,25-34,January,10,Did not complete high school,"Operation, Fabrication, General Labor",No,8,6 to 10,No,25,3.22,$25 - $49,12.7,0.73,-0.31,2.44,0.89,No,Highly satisfied,Married,8,Did not complete high school,2,4,0,0,0,0,0,0,4,Own,Single-family,1,Less than 3,3,Lease,Import,11.2,Economy,Yes,No,Car,Single occupancy,11,Yes,No,No,Yes,No,Yes,0,No,0,No,No response,Moderate,No,No,No,Mastercard,Gold,Cash back,No,4,2,Visa,Other,Other,No,4,2 to 5,9,122.32,3,68.3,Yes,Cereal,18,No,7.6,2.03,135.7,4.91,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,None,No,No,No,No,No,Yes,17,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No
7108-GCYNDW-XU0,Zone 4,4,Female,35,35-49,October,14,High school degree,Managerial and Professional,No,4,2 to 5,No,40,3.69,$25 - $49,4.8,0.88,-0.13,1.04,0.04,No,Neutral,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Rent,Multiple-Family,11,8 to 15,2,Own,Import,18.5,Economy,Yes,No,Train/Subway,Public transportation,32,Yes,No,No,Yes,Yes,No,0,Yes,0,No,No response,Moderate,Yes,No,Yes,Visa,Platinum,None,No,9,3,Mastercard,Other,Other,No,9,6 to 10,8,260.96,10,338.4,No,Cereal,18,No,10.6,2.36,193.4,5.26,1,22.75,3.12,448.25,6.11,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,1,No,No,None,Yes,Yes,No,No,Yes,Yes,10,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No
3557-SBVNER-SYE,Zone 2,2,Female,38,35-49,October,17,College degree,Sales and Office,No,2,2 to 5,No,45,3.81,$25 - $49,3.9,0.28,-1.26,1.47,0.39,No,Neutral,Married,17,College degree,2,7,2,0,0,0,0,0,5,Own,Single-family,15,8 to 15,1,Own,Import,20.8,Standard,No,No,Train/Subway,Public transportation,30,Yes,No,No,No,Yes,Yes,0,No,0,No,No response,Slightly liberal,No,No,No,American Express,None,None,No,5,2,Discover,Gold,Cash back,No,8,6 to 10,8,403.65,12,940.7,No,Cereal,20,Yes,13.45,2.6,271.5,5.6,0,0,#NULL!,0,#NULL!,Yes,31.8,3.46,671.25,6.51,No,0,#NULL!,0,#NULL!,Yes,21.8,3.08,388.65,5.96,1,Yes,No,Other,No,No,No,No,Yes,Yes,21,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
5534-HASUJQ-Q8D,Zone 1,2,Female,29,25-34,March,16,Some college,"Precision Production, Craft, Repair",Yes,3,2 to 5,No,59,4.08,$50 - $74,8.1,0.86,-0.15,3.92,1.37,No,Neutral,Unmarried,-1,Not married,2,1,1,0,0,0,0,0,0,Rent,Single-family,5,4 to 7,2,Own,Domestic,29.7,Standard,No,Yes,Bus,Public transportation,31,Yes,No,No,Yes,No,No,0,No,0,Yes,No response,Moderate,No,No,No,Mastercard,Platinum,Airline miles,Yes,11,4,Discover,Other,Airline miles,No,12,11 to 15,9,217.72,5,142.32,No,Cereal,47,Yes,10.85,2.38,498.85,6.21,0,0,#NULL!,0,#NULL!,Yes,38.9,3.66,1876.05,7.54,Yes,13,2.56,615,6.42,No,0,#NULL!,0,#NULL!,1,No,Yes,Cable modem,Yes,No,Yes,No,Yes,Yes,19,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
7991-ZUYIPT-RFE,Zone 1,3,Male,22,18-24,July,17,College degree,Sales and Office,No,0,Less than 2,No,33,3.5,$25 - $49,14.9,0.26,-1.36,4.66,1.54,Yes,Somewhat dissatisfied,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Own,Single-family,2,Less than 3,4,Own,Domestic,19.7,Economy,No,Yes,Car,Single occupancy,24,Yes,No,No,Yes,No,No,0,No,0,No,No response,Moderate,No,No,No,Discover,None,Other,No,4,2,Visa,Other,Other,Yes,5,2 to 5,10,323.83,6,231.83,Yes,Energy bar,13,No,4.05,1.4,46,3.83,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,None,No,No,No,No,Yes,Yes,25,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No
9968-VJKTZG-NNZ,Zone 5,3,Male,49,35-49,September,14,High school degree,Sales and Office,No,6,6 to 10,No,46,3.83,$25 - $49,1.1,0.35,-1.04,0.15,-1.89,No,Somewhat satisfied,Unmarried,-1,Not married,2,1,0,0,1,0,0,0,0,Rent,Multiple-Family,15,8 to 15,0,N/A,N/A,-1,N/A,N/A,No,Bus,Public transportation,28,No,No,No,Yes,No,No,0,No,0,No,No response,Conservative,Yes,No,Yes,Mastercard,None,Cash back,No,18,5,American Express,None,Cash back,No,11,11 to 15,7,161.53,7,249.94,Yes,Cereal,27,No,6.5,1.87,163.3,5.1,1,17,2.83,474.95,6.16,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,1,No,No,Cable modem,Yes,No,Yes,No,No,Yes,19,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
1216-WSOBDB-69I,Zone 3,1,Female,47,35-49,March,17,College degree,Sales and Office,No,3,2 to 5,No,71,4.26,$50 - $74,3.6,0.71,-0.35,1.85,0.62,No,Somewhat dissatisfied,Married,14,High school degree,5,2,2,0,0,0,0,0,0,Own,Single-family,22,16 to 25,2,Own,Import,20.2,Standard,Yes,No,Car,Single occupancy,18,Yes,No,No,No,No,No,0,No,0,No,No response,Slightly conservative,Yes,No,No,American Express,Platinum,Airline miles,No,29,5,Discover,Gold,Cash back,Yes,21,More than 15,11,628.86,1,65.42,No,Cereal,60,No,20.8,3.03,1258.2,7.14,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,31.25,3.44,1815,7.5,No,0,#NULL!,0,#NULL!,0,No,No,None,No,No,No,No,No,Yes,29,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No
4842-BJNNVJ-ZPB,Zone 1,5,Female,71,>65,February,14,High school degree,Managerial and Professional,No,17,More than 15,No,49,3.89,$25 - $49,16,4.51,1.51,3.33,1.2,No,Highly satisfied,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Own,Condominium/Townhouse,34,More than 25,3,Own,Import,30.4,Standard,No,Yes,Car,Single occupancy,41,Yes,No,No,No,No,No,1,No,0,No,No response,Liberal,No,Yes,No,Discover,Platinum,Airline miles,No,25,5,American Express,Platinum,Cash back,Yes,20,More than 15,12,324.06,3,93.02,No,Cereal,56,Yes,15,2.71,779.15,6.66,1,24.25,3.19,1396.6,7.24,No,0,#NULL!,0,#NULL!,Yes,14.5,2.67,830,6.72,No,0,#NULL!,0,#NULL!,0,No,No,None,No,Yes,Yes,Yes,No,Yes,21,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No
0024-UQUVXG-79W,Zone 1,1,Male,26,25-34,May,21,Post-undergraduate degree,Sales and Office,No,0,Less than 2,No,125,4.83,$125+,8.6,0.74,-0.3,10.01,2.3,No,Highly dissatisfied,Married,18,College degree,3,2,2,0,0,0,0,0,0,Own,Single-family,5,4 to 7,2,Own,Import,42.6,Luxury,Yes,No,Car,Single occupancy,25,Yes,No,No,No,No,No,0,No,0,No,No response,Slightly conservative,No,No,No,American Express,Gold,None,Yes,5,2,Visa,Platinum,Cash back,No,6,6 to 10,12,475.28,5,168.05,Yes,Energy bar,9,No,5.15,1.64,58.8,4.07,1,24.5,3.2,220,5.39,Yes,63.05,4.14,474.75,6.16,Yes,70.5,4.26,530,6.27,Yes,79.95,4.38,658.4,6.49,1,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
1100-XGRFKL-MO7,Zone 4,3,Male,39,35-49,June,12,High school degree,Service,No,9,6 to 10,No,43,3.76,$25 - $49,14.1,3,1.1,3.06,1.12,No,Neutral,Unmarried,-1,Not married,2,0,0,0,0,0,0,0,0,Own,Single-family,15,8 to 15,3,Own,Import,22.2,Standard,No,Yes,Car,Single occupancy,31,Yes,No,No,Yes,No,Yes,0,No,0,No,No response,Slightly liberal,Yes,No,No,Mastercard,Other,Cash back,Yes,4,2,Discover,Platinum,Airline miles,Yes,5,2 to 5,10,151.52,3,44.34,No,Energy bar,8,Yes,5.8,1.76,56.8,4.04,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,DSL,No,No,No,No,No,Yes,23,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No
2908-KXQYHB-USZ,Zone 2,1,Female,70,>65,July,13,High school degree,Managerial and Professional,No,23,More than 15,Yes,11,2.4,Under $25,8.7,0.1,-2.33,0.86,-0.15,No,Highly dissatisfied,Married,16,Some college,2,1,1,0,0,0,0,0,0,Rent,Multiple-Family,28,More than 25,4,Lease,Domestic,5.8,Economy,Yes,No,Car,Single occupancy,16,Yes,No,No,No,No,No,0,No,0,No,No response,Moderate,No,No,No,Mastercard,Platinum,None,Yes,24,5,Discover,Other,Airline miles,No,16,More than 15,1,13.36,1,17.75,Yes,Energy bar,56,No,16.5,2.8,917.85,6.82,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,35,3.56,1895,7.55,No,0,#NULL!,0,#NULL!,0,No,No,None,Yes,Yes,Yes,Yes,No,Yes,14,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No
3236-TRSCFR-D94,Zone 3,1,Male,68,>65,July,13,High school degree,"Precision Production, Craft, Repair",No,31,More than 15,Yes,43,3.76,$25 - $49,5.7,1.19,0.18,1.26,0.23,No,Highly satisfied,Married,11,Did not complete high school,3,7,1,0,0,0,0,0,6,Rent,Single-family,31,More than 25,0,N/A,N/A,-1,N/A,N/A,No,Carpool,Multiple occupancy,24,No,No,Yes,No,No,No,0,No,0,No,No response,Moderate,No,No,No,Mastercard,Gold,Airline miles,Yes,35,5,Visa,None,Cash back,No,28,More than 15,16,351.96,4,119.25,Yes,Cereal,70,No,14.65,2.68,1036.05,6.94,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,17.75,2.88,1140,7.04,No,0,#NULL!,0,#NULL!,1,No,No,None,No,No,No,No,No,Yes,30,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
3705-WGWJYH-PDR,Zone 3,5,Male,34,25-34,May,19,College degree,Sales and Office,No,1,Less than 2,No,24,3.18,Under $25,2.2,0.22,-1.52,0.31,-1.17,No,Somewhat dissatisfied,Unmarried,-1,Not married,2,5,0,0,0,0,0,0,5,Rent,Multiple-Family,10,8 to 15,3,Own,Domestic,12.6,Economy,Yes,No,Car,Single occupancy,35,Yes,No,No,Yes,Yes,No,0,No,0,No,No response,Slightly conservative,Yes,Yes,No,Visa,Other,Cash back,No,16,5,Discover,Platinum,Cash back,No,16,More than 15,7,130.74,8,210.63,No,Cereal,51,Yes,13.7,2.62,695.3,6.54,0,0,#NULL!,0,#NULL!,Yes,30.25,3.41,1527.9,7.33,Yes,8,2.08,370,5.91,No,0,#NULL!,0,#NULL!,1,No,No,Cable modem,No,No,No,No,Yes,Yes,17,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
0539-PCXWPK-UHA,Zone 5,5,Female,56,50-64,January,18,College degree,Sales and Office,No,6,6 to 10,No,31,3.43,$25 - $49,2.9,0.08,-2.48,0.82,-0.2,No,Somewhat dissatisfied,Unmarried,-1,Not married,1,2,2,0,0,0,0,0,0,Rent,Multiple-Family,24,16 to 25,1,Own,Import,19.5,Economy,Yes,Yes,Bus,Public transportation,21,No,No,Yes,Yes,Yes,No,1,No,0,No,No response,Conservative,Yes,Yes,No,Mastercard,Gold,Airline miles,No,7,3,Discover,Platinum,1,No,4,2 to 5,7,129.63,2,55.55,No,Oatmeal,17,No,10.05,2.31,157.55,5.06,0,0,#NULL!,0,#NULL!,Yes,18.65,2.93,266.95,5.59,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,None,No,No,No,No,Yes,Yes,20,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No
0432-HSXSTK-GUM,Zone 3,2,Female,70,>65,August,16,Some college,Managerial and Professional,No,21,More than 15,No,95,4.55,$75 - $124,8,4.73,1.55,2.87,1.05,No,Somewhat satisfied,Unmarried,-1,Not married,1,2,0,2,0,0,0,0,0,Own,Single-family,7,4 to 7,4,Own,Domestic,44.1,Luxury,No,Yes,Car,Single occupancy,35,Yes,No,No,Yes,No,No,0,Yes,0,No,No response,Moderate,No,No,No,Visa,Platinum,Cash back,No,11,4,Other,Platinum,Cash back,No,6,6 to 10,7,320.34,6,257.94,Yes,Oatmeal,23,No,5.95,1.78,144.65,4.97,1,32.25,3.47,811.85,6.7,Yes,37.25,3.62,820.1,6.71,Yes,19,2.94,420,6.04,Yes,29.95,3.4,710.85,6.57,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,22,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes
5514-VQRIBQ-67J,Zone 3,1,Female,40,35-49,May,19,College degree,"Precision Production, Craft, Repair",No,5,2 to 5,No,25,3.22,$25 - $49,13.3,0.46,-0.77,2.86,1.05,No,Somewhat dissatisfied,Unmarried,-1,Not married,1,5,2,0,3,0,0,0,0,Rent,Multiple-Family,11,8 to 15,3,Own,Import,10.3,Economy,No,No,Car,Single occupancy,27,Yes,No,No,Yes,No,No,1,No,0,No,No response,Liberal,Yes,Yes,No,Discover,Other,None,No,23,5,American Express,Gold,Other,Yes,16,More than 15,7,232.69,4,91.37,Yes,Energy bar,48,No,9.5,2.25,447.35,6.1,1,19.5,2.97,929.9,6.84,No,0,#NULL!,0,#NULL!,Yes,36.5,3.6,1715,7.45,Yes,34.4,3.54,1549.1,7.35,1,Yes,No,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes,18,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
6292-NRQEAR-DJ2,Zone 1,4,Female,44,35-49,January,14,High school degree,"Operation, Fabrication, General Labor",Yes,15,11 to 15,No,80,4.38,$75 - $124,0.4,0.08,-2.48,0.24,-1.44,No,Somewhat dissatisfied,Married,10,Did not complete high school,2,2,0,2,0,0,0,0,0,Own,Single-family,17,16 to 25,3,Own,Import,33.5,Standard,No,Yes,Car,Single occupancy,27,Yes,Yes,No,Yes,No,No,1,Yes,0,No,No response,Conservative,Yes,Yes,Yes,Mastercard,Gold,Airline miles,No,11,4,Discover,Gold,Cash back,No,16,More than 15,9,195.49,6,143.09,No,Oatmeal,33,Yes,11.6,2.45,403.6,6,1,20.25,3.01,675.65,6.52,Yes,42.7,3.75,1372.55,7.22,Yes,10,2.3,300,5.7,Yes,31.55,3.45,981.35,6.89,1,Yes,Yes,Cable modem,Yes,Yes,Yes,No,Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
4119-CVVRLR-GX5,Zone 4,4,Male,34,25-34,March,13,High school degree,Sales and Office,No,0,Less than 2,No,29,3.37,$25 - $49,0.5,0.04,-3.13,0.1,-2.29,Yes,Neutral,Unmarried,-1,Not married,1,1,1,0,0,0,0,0,0,Rent,Multiple-Family,2,Less than 3,1,Own,Domestic,12.9,Economy,No,No,Bus,Public transportation,24,No,No,No,Yes,No,No,0,No,0,No,No response,Slightly conservative,Yes,No,No,Other,Other,None,No,6,3,Visa,Gold,Cash back,No,2,2 to 5,14,511.38,6,237.07,No,Energy bar,12,No,4.2,1.44,46.65,3.84,1,10.25,2.33,119.35,4.78,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,None,Yes,No,Yes,Yes,No,Yes,27,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
